item_id,true_value_unscaled,prediction_unscaled,Unscaled Error,true_value_scaled,prediction_scaled
21787,-74.090004,-133.9,59.784996,-0.670862,-1.212
81632,-163.47,-96.75,66.72,-1.4801702,-0.876
93942,0.13000001,-2.324,2.4542189,0.0011771098,-0.02104
91875,440.26,436.0,4.26001,3.986418,3.947
92971,103.1,120.25,17.150002,0.93353856,1.089
20480,39.010002,24.27,14.744377,0.35322347,0.2197
10654,146.26001,-2.775,149.0354,1.324339,-0.02513
108562,44.800003,71.25,26.449997,0.40565014,0.645
88959,0.010000001,25.94,25.9275,9.0546906e-05,0.2349
105871,292.25998,382.2,89.99002,2.6463237,3.46
56203,10.910001,-12.336,23.245937,0.098786674,-0.1117
111875,1.01,-0.926,1.9357812,0.0091452375,-0.008385
116032,-177.03,-116.56,60.4675,-1.6029519,-1.056
97288,329.36002,224.8,104.610016,2.9822528,2.035
92800,0.0,25.16,25.15625,-0.0,0.2278
14834,138.95001,158.4,19.424988,1.2581493,1.435
32756,-0.060000002,6.92,6.981875,-0.00054328144,0.0627
80133,-2.2,-28.25,26.05,-0.01992032,-0.2559
73040,0.010000001,-2.684,2.6935937,9.0546906e-05,-0.0243
73442,-188.22,-174.0,14.220001,-1.7042738,-1.575
68553,-11.7300005,-9.805,1.925313,-0.10621152,-0.08875
16144,-43.43,-103.0,59.57,-0.3932452,-0.9326
116697,-128.23999,-69.44,58.80249,-1.1611735,-0.629
19907,214.37,102.2,112.182495,1.941054,0.9253
85917,8.5,-11.8,20.296875,0.07696487,-0.1068
9794,-107.68,-106.3,1.3675003,-0.9750091,-0.963
54237,140.5,115.94,24.5625,1.272184,1.05
112746,-38.75,-34.1,4.65625,-0.35086924,-0.3088
113561,-171.59001,-67.25,104.34001,-1.5536944,-0.609
41532,13.52,-31.0,44.52,0.12241942,-0.2808
11793,-0.030000001,4.227,4.2565627,-0.00027164072,0.03827
19714,8.3,-91.4,99.675,0.07515393,-0.8276
93647,67.81,109.44,41.627502,0.61399853,0.9907
105434,-29.84,-24.69,5.1525,-0.27019197,-0.2235
48255,165.12001,184.1,19.00499,1.4951105,1.667
16744,1.73,-7.86,9.589375,0.015664615,-0.07117
94334,33.87,37.16,3.286251,0.30668235,0.3364
30862,0.0,-7.023,7.0234375,0.0,-0.0636
37313,-0.05,0.662,0.7121094,-0.00045273453,0.005997
39962,-57.68,10.414,68.09406,-0.52227455,0.0943
38477,-92.21,-124.9,32.665,-0.834933,-1.131
115355,-16.18,-85.06,68.8825,-0.1465049,-0.77
116174,29.669998,-1.424,31.093826,0.26865265,-0.01289
105306,1.36,-9.164,10.524062,0.012314379,-0.08295
101560,0.28,6.57,6.2903123,0.0025353134,0.0595
65642,-56.5,48.16,104.65625,-0.51159,0.436
40359,-18.55,-126.3,107.7625,-0.1679645,-1.144
28439,58.710003,-10.75,69.46001,0.5316009,-0.09735
69768,1.49,13.83,12.338125,0.013491489,0.1252
67026,302.5,-32.84,335.34375,2.7390437,-0.2974
88204,50.640003,19.0,31.640003,0.45852953,0.172
1443,-0.15,2.574,2.7242188,-0.0013582036,0.02332
42718,-548.5,-493.0,55.5,-4.9664974,-4.465
99335,-94.38,120.7,215.0675,-0.85458165,1.093
9723,25.59,-35.88,61.465,0.23170952,-0.3247
15049,119.57001,32.94,86.63251,1.0826694,0.2983
72640,66.92,49.03,17.888748,0.60593987,0.4438
120154,31.099998,21.89,9.209373,0.28160086,0.1982
24818,-0.13000001,0.613,0.74279296,-0.0011771098,0.005547
101378,-2.54,31.14,33.680626,-0.022998914,0.282
17226,-386.75,-307.2,79.5,-3.5019014,-2.781
23248,0.120000005,-38.3,38.4325,0.0010865629,-0.347
101446,113.82,112.06,1.7574997,1.0306048,1.015
93518,-0.4,-23.53,23.13125,-0.0036218762,-0.213
2704,72.59,60.28,12.308746,0.65727997,0.546
79743,-4.1,37.03,41.13125,-0.03712423,0.3352
78671,207.83,-22.48,230.31438,1.8818363,-0.2036
28107,0.27,4.3,4.0307813,0.0024447665,0.03894
8932,256.64,-111.6,368.265,2.3237958,-1.011
12,378.9,-63.2,442.0875,3.4308221,-0.5723
113969,-85.38,-171.4,85.995,-0.77308947,-1.552
112143,0.76000005,-23.69,24.4475,0.006881565,-0.2145
76751,-139.19,-542.5,403.31,-1.2603223,-4.91
94465,-42.27,21.08,63.348125,-0.38274175,0.1908
39854,-97.42,15.57,112.99031,-0.8821079,0.141
77092,-123.11001,-30.06,93.04751,-1.114723,-0.2722
20819,0.030000001,-6.73,6.760469,0.00027164072,-0.06094
31411,-45.5,-18.81,26.6875,-0.4119884,-0.1703
42654,-57.329998,-64.94,7.607502,-0.5191054,-0.588
20190,-0.19000001,-15.16,14.96625,-0.0017203912,-0.1372
91409,0.13000001,-0.578,0.708125,0.0011771098,-0.005234
103830,378.5,370.2,8.25,3.4272003,3.352
101677,8.75,-72.75,81.5,0.07922854,-0.6587
101512,-60.91,-35.5,25.41,-0.5515212,-0.3215
20511,-649.96,-134.8,515.21,-5.8851867,-1.22
114281,-100.79,59.7,160.47751,-0.9126222,0.5405
117286,53.25,-24.58,77.828125,0.48216227,-0.2225
86514,-143.25,2.318,145.56836,-1.2970843,0.021
25486,-129.89,-117.7,12.202499,-1.1761137,-1.065
100923,89.57,-0.1824,89.75237,0.8110286,-0.001652
76348,103.15,98.56,4.5875015,0.9339913,0.8926
54599,-74.4,-81.1,6.7249985,-0.673669,-0.7344
66153,-354.15002,-256.5,97.650024,-3.2067187,-2.322
75018,-85.729996,8.836,94.56593,-0.7762586,0.08
7080,14.129999,-15.7,29.833124,0.12794277,-0.1422
67436,419.8,345.0,74.79999,3.801159,3.125
80870,-32.61,-29.03,3.5787506,-0.29527345,-0.263
63111,-77.659996,10.39,88.05062,-0.7031872,0.09406
93174,0.67,7.92,7.251875,0.0060666427,0.0717
106021,-8.14,-36.06,27.9225,-0.07370518,-0.3267
11816,117.45,75.94,41.512497,1.0634733,0.6875
109083,-23.28,13.27,36.553436,-0.2107932,0.1202
65992,158.6,145.6,12.975006,1.4360739,1.318
15809,-70.9,-82.2,11.287498,-0.64197755,-0.744
35079,-136.47,-137.4,0.9049988,-1.2356936,-1.244
21820,-69.88,-50.28,19.598747,-0.63274175,-0.4553
108194,-241.62,-83.25,158.37,-2.1877942,-0.754
109885,330.1,338.5,8.399994,2.9889534,3.064
9885,1.24,4.902,3.6623437,0.011227816,0.04437
62528,0.41000003,1.793,1.3829687,0.0037124231,0.01624
13486,0.09,0.6147,0.52474606,0.00081492215,0.005566
109715,2.8700001,0.3838,2.486211,0.025986962,0.003475
43272,-67.799995,-55.66,12.143745,-0.613908,-0.504
85226,-143.17,-30.92,112.24812,-1.29636,-0.28
1036,-17.28,-18.67,1.3918743,-0.15646505,-0.1691
109090,-233.19,19.19,252.3775,-2.1114633,0.1737
11806,-46.629997,2.04,48.66906,-0.4222202,0.01846
99968,106.77,124.25,17.480003,0.9667693,1.125
21252,151.26,100.4,50.884995,1.3696125,0.9087
30960,196.27,239.6,43.354996,1.7771641,2.17
61532,-0.47000003,-6.066,5.596406,-0.0042557046,-0.05493
24134,20.93,36.84,15.91375,0.18951467,0.3335
106572,41.29,66.9,25.585,0.37386817,0.6055
90043,-69.009995,14.25,83.259995,-0.62486416,0.129
109896,174.40001,64.06,110.33751,1.579138,0.58
33306,-161.83,-133.9,27.955002,-1.4653206,-1.212
8580,-55.809998,-124.4,68.565,-0.50534225,-1.126
69060,-229.68,-204.8,24.929993,-2.0796812,-1.854
86069,115.85,33.25,82.6,1.0489858,0.301
97598,198.55,151.8,46.800003,1.7978088,1.374
15732,-241.69,-15.01,226.68219,-2.1884282,-0.1359
29405,-202.87,-125.75,77.119995,-1.836925,-1.139
44840,-45.67,-10.92,34.748123,-0.4135277,-0.0989
113904,23.94,0.6772,23.262754,0.2167693,0.00613
14199,-107.060005,-15.81,91.247505,-0.96939516,-0.1432
105238,-121.149994,-55.88,65.274994,-1.0969757,-0.506
50745,22.24,14.14,8.099375,0.20137632,0.128
68870,0.22000001,0.511,0.29123044,0.001992032,0.00463
99505,48.170002,-60.2,108.3575,0.43616444,-0.545
117018,45.33,65.06,19.732498,0.41044912,0.5894
51111,194.34,44.6,149.74625,1.7596885,0.4038
47679,-291.79,-120.1,171.66501,-2.6420681,-1.088
52406,151.39,283.8,132.36,1.3707895,2.57
14639,0.25,-16.25,16.5,0.0022636726,-0.1471
17624,-146.98,-65.44,81.542496,-1.3308583,-0.5923
34045,8.64,-62.12,70.765,0.07823253,-0.5625
95161,-996.94,65.94,1062.8774,-9.026983,0.597
18639,19.55,-17.89,37.440624,0.1770192,-0.162
30888,-70.96,20.69,91.6475,-0.64252084,0.1873
8372,-60.129997,13.88,74.01281,-0.5444585,0.1257
38189,1.0400001,-12.41,13.44625,0.009416878,-0.11237
118191,-84.5,-52.72,31.78125,-0.76512134,-0.4773
117545,-15.849999,34.38,50.225,-0.14351684,0.3113
80709,45.94,32.8,13.127499,0.41597247,0.297
89520,0.060000002,-5.035,5.095156,0.00054328144,-0.0456
17460,8.05,-21.86,29.909374,0.07289026,-0.1979
63598,-10.240001,10.93,21.16969,-0.09272003,0.09894
47198,180.54,165.5,15.039993,1.6347338,1.498
74559,0.120000005,-19.89,20.010626,0.0010865629,-0.18
87407,-165.7,-97.0,68.7,-1.5003622,-0.8784
43158,-23.560001,39.53,63.09125,-0.21332851,0.358
58622,-88.2,-5.934,82.2664,-0.7986237,-0.05374
49102,165.69,120.25,45.440002,1.5002717,1.089
106121,-87.979996,-58.25,29.729996,-0.79663163,-0.5273
21571,-228.90001,-300.8,71.84999,-2.0726187,-2.723
85338,112.88,24.23,88.64562,1.0220934,0.2195
35664,-166.66,-122.06,44.597504,-1.5090547,-1.105
45570,-43.739998,45.28,89.02125,-0.39605215,0.41
96378,-121.490005,-10.54,110.95094,-1.1000544,-0.09546
78771,0.0,-57.7,57.6875,-0.0,-0.5225
83469,-116.79,-54.75,62.04,-1.0574973,-0.4956
70329,98.73,36.03,62.698753,0.8939696,0.3262
88188,198.83,281.5,82.67,1.8003441,2.549
74522,65.200005,21.33,43.87188,0.5903658,0.1931
57412,-93.21,-65.44,27.7725,-0.8439877,-0.5923
54453,50.800003,50.47,0.33125305,0.45997828,0.457
11459,30.73,17.14,13.589375,0.27825063,0.1552
103247,-25.900002,7.57,33.470314,-0.23451649,0.06854
111067,-52.57,-72.2,19.6175,-0.47600508,-0.654
69970,113.16,96.1,17.035004,1.0246288,0.8706
6932,0.060000002,-3.475,3.5346093,0.00054328144,-0.03146
33675,-126.96,-137.5,10.540001,-1.1495835,-1.245
118847,108.96001,25.42,83.53813,0.9865991,0.2302
117295,-70.18,-55.2,14.9925,-0.6354582,-0.4998
100499,-5.94,6.15,12.088438,-0.053784862,0.05566
48129,113.2,120.7,7.487503,1.0249909,1.093
15297,-41.27,-69.5,28.23,-0.37368706,-0.6294
119492,-0.1,29.47,29.56875,-0.00090546906,0.2668
53573,-44.920002,-40.0,4.920002,-0.4067367,-0.362
97340,36.72,16.06,20.657501,0.33248824,0.1455
607,107.42,39.7,67.7325,0.9726548,0.3594
113684,-70.81,-67.4,3.4349976,-0.64116263,-0.61
21534,134.16,156.5,22.339996,1.2147772,1.417
41781,-62.66,-50.25,12.41,-0.5673669,-0.455
52403,2.5800002,42.8,40.2325,0.023361102,0.3877
65079,-27.92,-35.4,7.48625,-0.25280696,-0.3206
4664,-52.56,28.61,81.16937,-0.47591454,0.259
117790,-49.309998,-55.72,6.4087524,-0.44648677,-0.5044
25404,45.34,115.3,69.9725,0.41053966,1.044
6523,156.06,190.6,34.565002,1.413075,1.727
99291,138.14,140.6,2.4850006,1.2508149,1.273
96809,90.86,89.7,1.1725006,0.82270914,0.812
84762,0.0,-3.53,3.5292969,-0.0,-0.03195
80261,220.88,212.8,8.130005,2.0,1.927
51271,-184.34999,-44.72,139.63124,-1.6692321,-0.4048
22259,0.47000003,2.232,1.7624218,0.0042557046,0.02022
1457,-59.659996,-99.75,40.090004,-0.5402028,-0.9033
79738,-29.14,-6.68,22.460312,-0.26385367,-0.0605
114389,0.0,-0.4546,0.45458984,0.0,-0.004116
40751,3.26,26.72,23.45875,0.029518291,0.242
95042,-106.340004,-85.2,21.152504,-0.9628758,-0.7715
12433,44.89,-524.5,569.39,0.40646505,-4.75
30125,-89.85,-77.44,12.412498,-0.81356394,-0.701
3767,0.020000001,3.455,3.4350781,0.00018109381,0.03128
12488,-0.57,-17.84,17.27375,-0.0051611736,-0.1616
102995,128.75,126.8,1.9375,1.1657914,1.148
30438,167.47,163.2,4.220001,1.516389,1.479
81222,-0.18,15.06,15.2425,-0.0016298443,0.1364
107145,81.55,84.94,3.387497,0.73841,0.769
5003,-10.04,-31.25,21.21,-0.09090909,-0.283
84559,118.37,118.75,0.37999725,1.0718037,1.075
59455,-46.640003,-61.3,14.672497,-0.42231077,-0.555
95384,18.74,31.22,12.47875,0.1696849,0.2827
67645,-227.48001,-102.94,124.54251,-2.059761,-0.932
68977,8.16,28.45,20.293125,0.073886275,0.2576
39089,-86.06,-38.2,47.872498,-0.7792466,-0.3457
66768,-0.34,3.66,4.0001564,-0.0030785948,0.03314
67941,44.25,25.58,18.671875,0.40067005,0.2316
62509,-62.1,-66.2,4.0875015,-0.5622963,-0.599
9833,-89.909996,-1.812,88.09847,-0.8141072,-0.0164
27296,189.37001,174.1,15.24501,1.7146868,1.577
92479,21.02,-49.28,70.301254,0.1903296,-0.4463
49162,117.18,65.06,52.1175,1.0610286,0.5894
114205,-30.89,7.676,38.56578,-0.2796994,0.0695
66068,0.25,9.47,9.21875,0.0022636726,0.08575
60711,32.899998,-31.92,64.82187,0.2978993,-0.289
86557,146.25,87.4,58.875,1.3242484,0.791
19394,0.0,-8.79,8.7890625,-0.0,-0.0796
90025,36.29,15.11,21.180626,0.3285947,0.1368
76300,-5.3700004,36.8,42.1825,-0.04862369,0.3333
16070,121.600006,85.6,35.975006,1.1010504,0.7754
19602,-79.72,-79.2,0.5325012,-0.7218399,-0.7173
105450,-23.01,-40.94,17.9275,-0.20834842,-0.3706
115062,44.34,13.84,30.49625,0.40148497,0.1254
71932,-162.69,-87.6,75.065,-1.4731076,-0.7935
10335,54.600002,19.8,34.803127,0.4943861,0.1792
77683,-4.3,-1.031,3.2687502,-0.03893517,-0.00934
48510,0.05,-203.4,203.425,0.00045273453,-1.842
8589,12.1,0.2974,11.802637,0.109561756,0.002693
49855,-203.43,-210.9,7.4450073,-1.8419956,-1.909
31742,295.78,76.44,219.3425,2.6781962,0.6924
95182,107.14,80.75,26.39,0.97011954,0.731
67455,67.86,83.6,15.764999,0.6144513,0.7573
64814,62.230003,46.53,15.698753,0.5634734,0.4214
93419,-62.5,37.12,99.625,-0.56591815,0.3362
80157,346.33002,324.8,21.580017,3.135911,2.94
7008,232.87999,182.0,50.87999,2.1086562,1.647
60002,87.979996,133.9,45.895004,0.79663163,1.212
89533,-65.990005,38.0,103.990005,-0.59751904,0.344
110213,127.700005,6.145,121.55547,1.156284,0.05563
90976,-300.0,1.255,301.25488,-2.716407,0.01136
83111,-14.6,-7.86,6.7406254,-0.13219848,-0.07117
45516,100.299995,132.8,32.450005,0.9081854,1.202
29486,0.2,-2.07,2.2703125,0.0018109381,-0.01875
9733,-119.89001,8.19,128.07751,-1.0855669,0.07416
11119,-39.78,-17.78,21.998749,-0.36019558,-0.161
66276,101.35,12.7,88.64687,0.91769284,0.11505
80680,177.0,116.56,60.4375,1.6026802,1.056
42032,11.22,-59.84,71.06375,0.10159363,-0.542
59766,24.62,43.28,18.66125,0.22292648,0.3918
58858,33.120003,46.78,13.661247,0.29989135,0.4236
81386,-21.16,6.84,27.999844,-0.19159725,0.06192
88472,33.36,20.4,12.953751,0.30206448,0.1848
103720,0.23,0.6914,0.46140623,0.0020825788,0.00626
58035,1.7600001,0.852,0.9079493,0.015936255,0.007717
23398,21.5,-22.75,44.25,0.19467585,-0.206
17497,-804.0,-426.0,378.0,-7.279971,-3.857
104798,6.9,30.69,23.7875,0.062477365,0.2778
96775,158.43,91.8,66.61749,1.4345345,0.8315
95957,91.86,113.0,21.14,0.83176386,1.023
61670,-60.379997,82.75,143.13,-0.5467222,0.749
90250,-33.4,-13.39,20.009377,-0.30242667,-0.1212
8094,-275.89,-396.5,120.609985,-2.4980986,-3.59
103343,501.47,246.4,255.095,4.5406556,2.23
45708,-13.370001,2.904,16.274298,-0.12106121,0.0263
115167,54.08,81.94,27.857498,0.48967767,0.7417
53407,146.81,80.9,65.935,1.3293191,0.7324
103580,53.33,-29.03,82.36125,0.48288664,-0.263
94107,-92.53,-130.6,38.095,-0.8378305,-1.183
36929,-27.81,0.779,28.588808,-0.25181094,0.007053
24405,-50.469997,-92.56,42.092503,-0.4569902,-0.838
71740,202.55,57.28,145.26875,1.8340275,0.5186
51260,-107.35,-105.94,1.4124985,-0.972021,-0.959
46996,68.53,-7.04,75.56906,0.6205179,-0.0637
99041,135.95999,107.1,28.834991,1.2310756,0.9697
38656,-0.010000001,8.91,8.91625,-9.0546906e-05,0.0806
116641,69.3,72.5,3.199997,0.62749004,0.6562
89919,-169.11,-212.5,43.39,-1.5312387,-1.924
89996,-1.1700001,-62.66,61.48625,-0.010593988,-0.5674
